lesson_date,year,month,month_name,weekday,time_block,student_id,tutor_id,mode,duration_minutes,lesson_id,student_name,age_group,cefr_level,learning_goal,assigned_tutor_id,assigned_tutor_name,prep_profile,sibling_group_id,tutor_name,experience_level,hourly_rate,preferred_mode,home_area,status,prep_time_minutes,travel_time_minutes,platform,base_price,discount_type,final_price
01/09/2025,2025,9,September,Monday,16:00-17:00,102,4,in_person,60,11,Mikołaj Rezmer,child,A1,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,20,in_person,110,none,110
01/09/2025,2025,9,September,Monday,17:00-18:00,1,1,in_person,45,12,Dariusz Bareja,child,A1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,30,in_person,90,none,90
01/09/2025,2025,9,September,Monday,17:00-18:00,98,1,in_person,45,13,pani Elżbieta Heleniak,child,A2,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,30,in_person,90,none,90
01/09/2025,2025,9,September,Monday,17:00-18:00,100,2,in_person,60,14,Dorota Trąbka,child,A1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,40,in_person,100,none,100
01/09/2025,2025,9,September,Monday,17:00-18:00,115,4,in_person,45,15,Łukasz Hołota,pre_teen,B1,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,25,in_person,82.5,none,82.5
01/09/2025,2025,9,September,Monday,18:00-19:00,34,1,in_person,60,16,Patryk Siemieniec,teen,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,25,in_person,120,none,120
01/09/2025,2025,9,September,Monday,18:00-19:00,37,1,in_person,60,17,pani Agnieszka Kocaj,pre_teen,A2,school,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,20,in_person,120,none,120
01/09/2025,2025,9,September,Monday,18:00-19:00,39,1,in_person,90,18,pan Igor Kral,exam_prep,B1,matura_extended,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,15,in_person,180,long_lesson_discount,165.6
01/09/2025,2025,9,September,Monday,18:00-19:00,40,1,online,45,19,Fabian Zacharczuk,child,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,0,Teams,90,none,90
01/09/2025,2025,9,September,Monday,18:00-19:00,52,1,online,60,20,pani Roksana Tatarek,exam_prep,B2,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,0,Skype,120,none,120
01/09/2025,2025,9,September,Monday,18:00-19:00,93,1,in_person,45,21,Dariusz Zięciak,child,A2,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,35,in_person,90,none,90
01/09/2025,2025,9,September,Monday,18:00-19:00,101,2,in_person,90,22,Juliusz Kaźmierczyk,exam_prep,B1,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,cancelled_by_student,10,10,in_person,150,long_lesson_discount,138
01/09/2025,2025,9,September,Monday,18:00-19:00,57,4,in_person,60,23,Sandra Famuła,exam_prep,B1,matura_extended,4,pani Bianka Kolanko,high,5,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,35,in_person,110,sibling_discount,99
01/09/2025,2025,9,September,Monday,18:00-19:00,67,4,in_person,90,24,Ernest Chyb,teen,B1,school,4,pani Bianka Kolanko,low,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,5,40,in_person,165,long_lesson_discount,151.8
01/09/2025,2025,9,September,Monday,19:00-20:00,2,2,in_person,45,25,Borys Owczarczak,pre_teen,A2,school,2,pani Agnieszka Słomiany,high,9,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,25,in_person,75,sibling_discount,67.5
01/09/2025,2025,9,September,Monday,19:00-20:00,89,2,in_person,60,26,Kalina Walo,adult,B1,conversation,2,pani Agnieszka Słomiany,low,1,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,15,in_person,100,sibling_discount,90
01/09/2025,2025,9,September,Monday,19:00-20:00,65,5,online,60,27,Kamila Drabczyk,adult,B2,conversation,5,pani Aurelia Malcherek,low,,pani Aurelia Malcherek,junior,70,online,Warsaw,completed,10,0,Teams,70,none,70
01/09/2025,2025,9,September,Monday,20:00-21:00,92,5,online,60,28,Szymon Pochroń,adult,B2,conversation,5,pani Aurelia Malcherek,medium,,pani Aurelia Malcherek,junior,70,online,Warsaw,completed,15,0,Teams,70,none,70
01/09/2025,2025,9,September,Monday,20:00-21:00,121,5,online,90,29,Kornelia Rybus,adult,B2,general,5,pani Aurelia Malcherek,low,,pani Aurelia Malcherek,junior,70,online,Warsaw,completed,10,0,Skype,105,long_lesson_discount,96.6
02/09/2025,2025,9,September,Tuesday,15:00-16:00,119,1,in_person,60,30,Mateusz Kanik,pre_teen,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,35,in_person,120,none,120
02/09/2025,2025,9,September,Tuesday,15:00-16:00,54,2,in_person,60,31,Rafał Jarka,child,A1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,35,in_person,100,none,100
02/09/2025,2025,9,September,Tuesday,15:00-16:00,94,2,in_person,45,32,Eliza Ludwiniak,child,A2,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,30,in_person,75,none,75
02/09/2025,2025,9,September,Tuesday,15:00-16:00,104,2,in_person,45,33,Jeremi Franaszek,child,A1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,10,in_person,75,none,75
02/09/2025,2025,9,September,Tuesday,16:00-17:00,74,1,online,60,34,pani Apolonia Pusz,pre_teen,A1,school,1,Marcin Szymków,medium,3,Marcin Szymków,senior,120,mixed,Warsaw,cancelled_by_student,10,0,Zoom,120,sibling_discount,108
02/09/2025,2025,9,September,Tuesday,16:00-17:00,111,1,online,60,35,pani Adrianna Rapa,pre_teen,A2,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,0,Teams,120,none,120
02/09/2025,2025,9,September,Tuesday,16:00-17:00,94,2,in_person,45,36,Eliza Ludwiniak,child,A2,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,25,in_person,75,none,75
02/09/2025,2025,9,September,Tuesday,16:00-17:00,79,3,online,60,37,pan Jakub Sakwa,teen,A2,matura_basic,3,Elżbieta Borysiuk,medium,1,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,10,0,Skype,95,sibling_discount,85.5
02/09/2025,2025,9,September,Tuesday,17:00-18:00,73,1,online,60,38,Bruno Roszko,pre_teen,A1,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,cancelled_by_student,15,0,Teams,120,none,120
02/09/2025,2025,9,September,Tuesday,17:00-18:00,78,1,in_person,60,39,Dawid Sommer,teen,B1,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,35,in_person,120,none,120
02/09/2025,2025,9,September,Tuesday,17:00-18:00,58,2,in_person,90,40,Tomasz Klinger,pre_teen,B1,school,2,pani Agnieszka Słomiany,low,4,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,40,in_person,150,sibling_and_long_lesson,127.5
02/09/2025,2025,9,September,Tuesday,17:00-18:00,77,3,online,60,41,Kamila Mosiołek,teen,B1,school,3,Elżbieta Borysiuk,high,,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,15,0,Skype,95,none,95
02/09/2025,2025,9,September,Tuesday,17:00-18:00,15,4,in_person,60,42,Karina Talaśka,teen,A2,school,4,pani Bianka Kolanko,high,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,20,in_person,110,none,110
02/09/2025,2025,9,September,Tuesday,18:00-19:00,23,1,online,60,43,pani Lidia Ciesielka,adult,C1,general,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,0,Skype,120,none,120
02/09/2025,2025,9,September,Tuesday,18:00-19:00,42,1,in_person,60,44,Nela Megger,adult,C1,conversation,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,30,in_person,120,none,120
02/09/2025,2025,9,September,Tuesday,18:00-19:00,88,1,in_person,90,45,Sandra Moździerz,exam_prep,B2,matura_extended,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,15,in_person,180,long_lesson_discount,165.6
02/09/2025,2025,9,September,Tuesday,18:00-19:00,105,1,in_person,45,46,Melania Suchora,child,A2,school,1,Marcin Szymków,high,6,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,15,in_person,90,sibling_discount,81
02/09/2025,2025,9,September,Tuesday,18:00-19:00,20,2,online,60,47,Ksawery Jurczuk,teen,B1,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,0,Teams,100,none,100
02/09/2025,2025,9,September,Tuesday,18:00-19:00,33,2,in_person,45,48,Gaja Aleksiejuk,pre_teen,B1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,15,in_person,75,none,75
02/09/2025,2025,9,September,Tuesday,18:00-19:00,125,2,online,60,49,pani Malwina Parzonka,teen,B1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,20,0,Teams,100,none,100
02/09/2025,2025,9,September,Tuesday,18:00-19:00,4,4,in_person,60,50,Ewelina Postawa,teen,B1,matura_basic,4,pani Bianka Kolanko,low,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,25,in_person,110,none,110
02/09/2025,2025,9,September,Tuesday,18:00-19:00,57,4,in_person,60,51,Sandra Famuła,exam_prep,B1,matura_extended,4,pani Bianka Kolanko,high,5,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,20,10,in_person,110,sibling_discount,99
02/09/2025,2025,9,September,Tuesday,19:00-20:00,72,2,online,90,52,Dorota Jędrzejek,adult,B1,general,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,cancelled_by_tutor,15,0,Skype,150,long_lesson_discount,138
02/09/2025,2025,9,September,Tuesday,20:00-21:00,56,1,in_person,90,53,pan Bartek Cich,teen,A2,matura_basic,1,Marcin Szymków,medium,3,Marcin Szymków,senior,120,mixed,Warsaw,cancelled_by_tutor,10,15,in_person,180,sibling_and_long_lesson,153
02/09/2025,2025,9,September,Tuesday,20:00-21:00,114,1,in_person,60,54,pan Ignacy Woda,teen,B1,school,1,Marcin Szymków,low,10,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,15,in_person,120,sibling_discount,108
02/09/2025,2025,9,September,Tuesday,20:00-21:00,89,2,in_person,60,55,Kalina Walo,adult,B1,conversation,2,pani Agnieszka Słomiany,low,1,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,10,in_person,100,sibling_discount,90
03/09/2025,2025,9,September,Wednesday,15:00-16:00,2,2,in_person,45,56,Borys Owczarczak,pre_teen,A2,school,2,pani Agnieszka Słomiany,high,9,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,35,in_person,75,sibling_discount,67.5
03/09/2025,2025,9,September,Wednesday,15:00-16:00,32,2,online,60,57,Leon Jędrusiak,pre_teen,A1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,0,Teams,100,none,100
03/09/2025,2025,9,September,Wednesday,16:00-17:00,49,1,online,90,58,Agnieszka Wawrzynek,teen,A2,matura_basic,1,Marcin Szymków,medium,7,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,0,Zoom,180,sibling_and_long_lesson,153
03/09/2025,2025,9,September,Wednesday,16:00-17:00,25,5,online,60,59,Anna Maria Krakowczyk,teen,B1,school,5,pani Aurelia Malcherek,high,11,pani Aurelia Malcherek,junior,70,online,Warsaw,completed,15,0,Zoom,70,sibling_discount,63
03/09/2025,2025,9,September,Wednesday,17:00-18:00,14,1,in_person,45,60,Łukasz Przewoźna,child,A1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,no_show,20,30,in_person,90,none,90
03/09/2025,2025,9,September,Wednesday,17:00-18:00,106,1,in_person,60,61,pani Karina Sommer,teen,B1,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,35,in_person,120,none,120
03/09/2025,2025,9,September,Wednesday,17:00-18:00,29,2,in_person,60,62,pan Rafał Krefta,teen,B1,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,20,in_person,100,none,100
03/09/2025,2025,9,September,Wednesday,18:00-19:00,9,1,online,60,63,pan Łukasz Szramka,pre_teen,A1,school,1,Marcin Szymków,low,5,Marcin Szymków,senior,120,mixed,Warsaw,completed,5,0,Teams,120,sibling_discount,108
03/09/2025,2025,9,September,Wednesday,18:00-19:00,30,1,in_person,60,64,pan Oliwier Bernatek,adult,C1,general,1,Marcin Szymków,medium,2,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,35,in_person,120,sibling_discount,108
03/09/2025,2025,9,September,Wednesday,18:00-19:00,49,1,online,90,65,Agnieszka Wawrzynek,teen,A2,matura_basic,1,Marcin Szymków,medium,7,Marcin Szymków,senior,120,mixed,Warsaw,no_show,10,0,Zoom,180,sibling_and_long_lesson,153
03/09/2025,2025,9,September,Wednesday,18:00-19:00,51,1,in_person,45,66,Blanka Mroczko,child,A1,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,40,in_person,90,none,90
03/09/2025,2025,9,September,Wednesday,18:00-19:00,86,1,online,45,67,pani Inga Holewa,pre_teen,A1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,0,Skype,90,none,90
03/09/2025,2025,9,September,Wednesday,18:00-19:00,20,2,online,60,68,Ksawery Jurczuk,teen,B1,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,0,Teams,100,none,100
03/09/2025,2025,9,September,Wednesday,18:00-19:00,87,2,online,60,69,Liwia Kudłacik,teen,B1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,20,0,Teams,100,none,100
03/09/2025,2025,9,September,Wednesday,18:00-19:00,91,2,online,60,70,Alan Jamrożek,adult,B2,conversation,2,pani Agnieszka Słomiany,low,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,0,Skype,100,none,100
03/09/2025,2025,9,September,Wednesday,18:00-19:00,12,4,in_person,90,71,Tomasz Ciesielka,teen,A2,matura_basic,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,20,in_person,165,long_lesson_discount,151.8
03/09/2025,2025,9,September,Wednesday,18:00-19:00,69,4,in_person,45,72,Kalina Pogorzelec,child,A1,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,15,25,in_person,82.5,none,82.5
03/09/2025,2025,9,September,Wednesday,19:00-20:00,83,1,online,60,73,Tola Chylak,teen,A2,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,0,Teams,120,none,120
03/09/2025,2025,9,September,Wednesday,19:00-20:00,24,2,in_person,60,74,Leonard Rode,adult,B2,general,2,pani Agnieszka Słomiany,low,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,30,in_person,100,none,100
03/09/2025,2025,9,September,Wednesday,19:00-20:00,91,2,online,60,75,Alan Jamrożek,adult,B2,conversation,2,pani Agnieszka Słomiany,low,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,5,0,Teams,100,none,100
03/09/2025,2025,9,September,Wednesday,19:00-20:00,97,2,in_person,60,76,Anastazja Helman,pre_teen,B1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,15,20,in_person,100,none,100
03/09/2025,2025,9,September,Wednesday,19:00-20:00,95,5,online,60,77,Igor Szykuła,teen,B1,school,5,pani Aurelia Malcherek,medium,,pani Aurelia Malcherek,junior,70,online,Warsaw,completed,10,0,Zoom,70,none,70
03/09/2025,2025,9,September,Wednesday,20:00-21:00,38,1,in_person,90,78,Ada Bartocha,adult,B2,conversation,1,Marcin Szymków,low,8,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,15,in_person,180,sibling_and_long_lesson,153
03/09/2025,2025,9,September,Wednesday,20:00-21:00,21,2,in_person,60,79,Oskar Szok,teen,B1,matura_basic,2,pani Agnieszka Słomiany,low,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,10,in_person,100,none,100
03/09/2025,2025,9,September,Wednesday,20:00-21:00,62,2,online,90,80,Marianna Skonieczka,teen,B1,matura_basic,2,pani Agnieszka Słomiany,low,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,5,0,Skype,150,long_lesson_discount,138
03/09/2025,2025,9,September,Wednesday,20:00-21:00,108,2,in_person,90,81,Mieszko Fugiel,adult,B1,conversation,2,pani Agnieszka Słomiany,medium,7,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,15,in_person,150,sibling_and_long_lesson,127.5
03/09/2025,2025,9,September,Wednesday,20:00-21:00,117,3,online,60,82,Łukasz Nalewajek,exam_prep,B2,matura_basic,3,Elżbieta Borysiuk,low,,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,5,0,Teams,95,none,95
03/09/2025,2025,9,September,Wednesday,20:00-21:00,65,5,online,60,83,Kamila Drabczyk,adult,B2,conversation,5,pani Aurelia Malcherek,low,,pani Aurelia Malcherek,junior,70,online,Warsaw,cancelled_by_tutor,5,0,Skype,70,none,70
04/09/2025,2025,9,September,Thursday,15:00-16:00,13,1,in_person,45,84,pani Klara Sinkiewicz,child,A2,school,1,Marcin Szymków,high,2,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,35,in_person,90,sibling_discount,81
04/09/2025,2025,9,September,Thursday,15:00-16:00,50,1,online,60,85,pani Julianna Galica,pre_teen,A2,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,0,Teams,120,none,120
04/09/2025,2025,9,September,Thursday,15:00-16:00,70,2,in_person,60,86,Tomasz Gronkiewicz,pre_teen,A1,school,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,25,in_person,100,none,100
04/09/2025,2025,9,September,Thursday,16:00-17:00,3,1,online,60,87,Ryszard Welenc,child,A1,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,0,Skype,120,none,120
04/09/2025,2025,9,September,Thursday,16:00-17:00,6,1,online,60,88,Juliusz Mejer,pre_teen,B1,school,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,0,Teams,120,none,120
04/09/2025,2025,9,September,Thursday,16:00-17:00,14,1,in_person,45,89,Łukasz Przewoźna,child,A1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,30,in_person,90,none,90
04/09/2025,2025,9,September,Thursday,16:00-17:00,44,1,in_person,60,90,Nela Kurp,child,A2,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,35,in_person,120,none,120
04/09/2025,2025,9,September,Thursday,16:00-17:00,48,1,in_person,60,91,Inga Pyc,pre_teen,A2,school,1,Marcin Szymków,low,10,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,10,in_person,120,sibling_discount,108
04/09/2025,2025,9,September,Thursday,16:00-17:00,122,1,in_person,60,92,Alex Czylok,teen,A2,school,1,Marcin Szymków,low,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,20,in_person,120,none,120
04/09/2025,2025,9,September,Thursday,16:00-17:00,123,1,in_person,60,93,Igor Miśkowiec,teen,A2,matura_basic,1,Marcin Szymków,medium,9,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,25,in_person,120,sibling_discount,108
04/09/2025,2025,9,September,Thursday,16:00-17:00,100,2,in_person,60,94,Dorota Trąbka,child,A1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,20,15,in_person,100,none,100
04/09/2025,2025,9,September,Thursday,17:00-18:00,88,1,in_person,90,95,Sandra Moździerz,exam_prep,B2,matura_extended,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,40,in_person,180,long_lesson_discount,165.6
04/09/2025,2025,9,September,Thursday,17:00-18:00,90,1,in_person,60,96,pan Przemysław Doroszuk,exam_prep,B1,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,25,in_person,120,none,120
04/09/2025,2025,9,September,Thursday,17:00-18:00,107,1,in_person,60,97,Radosław Samson,teen,B1,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,35,in_person,120,none,120
04/09/2025,2025,9,September,Thursday,17:00-18:00,36,2,in_person,60,98,Iwo Brzęk,exam_prep,B2,matura_basic,2,pani Agnieszka Słomiany,low,12,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,5,30,in_person,100,sibling_discount,90
04/09/2025,2025,9,September,Thursday,17:00-18:00,71,2,online,60,99,Leonard Sobuś,teen,A2,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,10,0,Skype,100,none,100
04/09/2025,2025,9,September,Thursday,17:00-18:00,75,2,in_person,45,100,Kacper Matejczyk,pre_teen,B1,school,2,pani Agnieszka Słomiany,high,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,cancelled_by_student,20,30,in_person,75,none,75
04/09/2025,2025,9,September,Thursday,17:00-18:00,117,3,online,60,101,Łukasz Nalewajek,exam_prep,B2,matura_basic,3,Elżbieta Borysiuk,low,,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,10,0,Teams,95,none,95
04/09/2025,2025,9,September,Thursday,18:00-19:00,39,1,in_person,90,102,pan Igor Kral,exam_prep,B1,matura_extended,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,20,35,in_person,180,long_lesson_discount,165.6
04/09/2025,2025,9,September,Thursday,18:00-19:00,66,1,in_person,60,103,Gabriel Osman,teen,B1,school,1,Marcin Szymków,high,,Marcin Szymków,senior,120,mixed,Warsaw,completed,15,40,in_person,120,none,120
04/09/2025,2025,9,September,Thursday,18:00-19:00,90,1,in_person,60,104,pan Przemysław Doroszuk,exam_prep,B1,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,completed,10,30,in_person,120,none,120
04/09/2025,2025,9,September,Thursday,18:00-19:00,106,1,in_person,60,105,pani Karina Sommer,teen,B1,matura_basic,1,Marcin Szymków,medium,,Marcin Szymków,senior,120,mixed,Warsaw,no_show,15,20,in_person,120,none,120
04/09/2025,2025,9,September,Thursday,18:00-19:00,31,2,in_person,60,106,Bianka Pachnik,teen,A2,matura_basic,2,pani Agnieszka Słomiany,medium,,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,cancelled_by_student,10,25,in_person,100,none,100
04/09/2025,2025,9,September,Thursday,18:00-19:00,76,2,online,60,107,Marcelina Bernard,pre_teen,A1,school,2,pani Agnieszka Słomiany,high,8,pani Agnieszka Słomiany,mid,100,mixed,Warsaw,completed,20,0,Teams,100,sibling_discount,90
04/09/2025,2025,9,September,Thursday,18:00-19:00,5,3,online,60,108,Franciszek Matus,teen,A2,matura_basic,3,Elżbieta Borysiuk,low,11,Elżbieta Borysiuk,mid,95,online,Warsaw,completed,10,0,Teams,95,sibling_discount,85.5
04/09/2025,2025,9,September,Thursday,18:00-19:00,27,4,in_person,45,109,Radosław Młyńczyk,child,A2,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,40,in_person,82.5,none,82.5
04/09/2025,2025,9,September,Thursday,18:00-19:00,63,4,in_person,60,110,pani Natasza Rećko,child,A2,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,no_show,10,15,in_person,110,none,110
04/09/2025,2025,9,September,Thursday,18:00-19:00,96,4,in_person,45,111,Konrad Dolega,pre_teen,B1,school,4,pani Bianka Kolanko,medium,,pani Bianka Kolanko,senior,110,in_person,Warsaw,completed,10,20,in_person,82.5,none,82.5
